asuntoId	asunto	dia	fecha
90	Exp. 27-PE-08 - Orden del Día 1167 - Art. 20-21-22. del 07/11/2008 02:41	07/11/2008	07/11/2008 02:41
91	Exp. 27-PE-08 - Orden del Día 1167 - Artículo 1. del 07/11/2008 02:06	07/11/2008	07/11/2008 02:06
92	Exp. 27-PE-08 - Orden del Día 1167 - Artículo 10. del 07/11/2008 02:22	07/11/2008	07/11/2008 02:22
93	Exp. 27-PE-08 - Orden del Día 1167 - Artículo 11. del 07/11/2008 02:27	07/11/2008	07/11/2008 02:27
94	Exp. 27-PE-08 - Orden del Día 1167 - Artículo 12. del 07/11/2008 02:30	07/11/2008	07/11/2008 02:30
95	Exp. 27-PE-08 - Orden del Día 1167 - Artículo 13. del 07/11/2008 02:32	07/11/2008	07/11/2008 02:32
96	Exp. 27-PE-08 - Orden del Día 1167 - Artículo 14. del 07/11/2008 02:37	07/11/2008	07/11/2008 02:37
97	Exp. 27-PE-08 - Orden del Día 1167 - Artículo 19. del 07/11/2008 02:40	07/11/2008	07/11/2008 02:40
98	Exp. 27-PE-08 - Orden del Día 1167 - Artículo 2. del 07/11/2008 02:09	07/11/2008	07/11/2008 02:09
99	Exp. 27-PE-08 - Orden del Día 1167 - Artículo 3. del 07/11/2008 02:09	07/11/2008	07/11/2008 02:09
100	Exp. 27-PE-08 - Orden del Día 1167 - Artículo 4. del 07/11/2008 02:10	07/11/2008	07/11/2008 02:10
101	Exp. 27-PE-08 - Orden del Día 1167 - Artículo 5. del 07/11/2008 02:11	07/11/2008	07/11/2008 02:11
102	Exp. 27-PE-08 - Orden del Día 1167 - Artículo 6. del 07/11/2008 02:12	07/11/2008	07/11/2008 02:12
103	Exp. 27-PE-08 - Orden del Día 1167 - Artículo 7. del 07/11/2008 02:13	07/11/2008	07/11/2008 02:13
104	Exp. 27-PE-08 - Orden del Día 1167 - Artículo 8. del 07/11/2008 02:19	07/11/2008	07/11/2008 02:19
105	Exp. 27-PE-08 - Orden del Día 1167 - Artículo 9. del 07/11/2008 02:20	07/11/2008	07/11/2008 02:20
106	Exp. 27-PE-08 - Orden del Día 1167 - Votación en General. del 07/11/2008 02:01	07/11/2008	07/11/2008 02:01
107	Exp. 27-PE-09 - Orden del Día 2039 - Artículo 1. del 15/10/2009 01:55	15/10/2009	15/10/2009 01:55
108	Exp. 27-PE-09 - Orden del Día 2039 - Artículo 10. del 15/10/2009 02:18	15/10/2009	15/10/2009 02:18
109	Exp. 27-PE-09 - Orden del Día 2039 - Artículo 2. del 15/10/2009 02:00	15/10/2009	15/10/2009 02:00
110	Exp. 27-PE-09 - Orden del Día 2039 - Artículo 3. del 15/10/2009 02:01	15/10/2009	15/10/2009 02:01
111	Exp. 27-PE-09 - Orden del Día 2039 - Artículo 4. del 15/10/2009 02:03	15/10/2009	15/10/2009 02:03
112	Exp. 27-PE-09 - Orden del Día 2039 - Artículo 5. del 15/10/2009 02:10	15/10/2009	15/10/2009 02:10
113	Exp. 27-PE-09 - Orden del Día 2039 - Artículo 6. del 15/10/2009 02:12	15/10/2009	15/10/2009 02:12
114	Exp. 27-PE-09 - Orden del Día 2039 - Artículo 7. del 15/10/2009 02:12	15/10/2009	15/10/2009 02:12
115	Exp. 27-PE-09 - Orden del Día 2039 - Artículo 8. del 15/10/2009 02:14	15/10/2009	15/10/2009 02:14
116	Exp. 27-PE-09 - Orden del Día 2039 - Artículo 9. del 15/10/2009 02:17	15/10/2009	15/10/2009 02:17
117	Exp. 27-PE-09 - Orden del Día 2039 - Votación en General. del 15/10/2009 01:51	15/10/2009	15/10/2009 01:51
118	Exp. 2817-D-09 - O.D. 2241 - Vot. en General y Particular. del 18/11/2009 20:18	18/11/2009	18/11/2009 20:18
119	Exp. 2841-D-08 - O. del Día 585 - Vot. en Gral. y Particular del 27/08/2008 18:13	27/08/2008	27/08/2008 18:13
120	Exp. 284-S-06 (y otro) - Orden del Día 56 - Vot. en General. del 29/02/2008 00:10	29/02/2008	29/02/2008 00:10
